短剑,崭新出厂,★,769595,短剑（★） | 深红之网,5,10399.5,10607.97,1.02,2024-06-17
短剑,崭新出厂,★ StatTrak™,761941,短剑（★ StatTrak™） | 北方森林,1,9999.5,3347.22,0.33,2024-06-17
短剑,略有磨损,★ StatTrak™,770448,短剑（★ StatTrak™） | 多普勒,2,8887.5,5711.99,0.64,2024-06-17
短剑,略有磨损,★,762750,短剑（★） | 渐变之色,14,5649.5,7033.82,1.25,2024-06-17
短剑,崭新出厂,★,759572,短剑（★） | 渐变之色,304,5644.5,8705.76,1.54,2024-06-17
短剑,略有磨损,★ StatTrak™,767514,短剑（★ StatTrak™） | 渐变之色,4,5499.5,5990.29,1.09,2024-06-17
短剑,崭新出厂,★ StatTrak™,761818,短剑（★ StatTrak™） | 渐变之色,77,5119.5,8698.51,1.7,2024-06-17
短剑,略有磨损,★,769515,短剑（★） | 多普勒,29,4859.16,8343.02,1.72,2024-06-17
短剑,崭新出厂,★,769474,短剑（★） | 多普勒,528,4299.5,6579.67,1.53,2024-06-17
短剑,崭新出厂,★ StatTrak™,769592,短剑（★ StatTrak™） | 多普勒,70,4297.5,7383.79,1.72,2024-06-17
短剑,略有磨损,★ StatTrak™,771443,短剑（★ StatTrak™） | 渐变大理石,4,3998.5,6315.45,1.58,2024-06-17
短剑,崭新出厂,★ StatTrak™,761048,短剑（★ StatTrak™） | 屠夫,16,3899.5,6959.02,1.78,2024-06-17
短剑,崭新出厂,★ StatTrak™,761404,短剑（★ StatTrak™） | 表面淬火,3,3887.49,5058.99,1.3,2024-06-17
短剑,崭新出厂,★,759399,短剑（★） | 屠夫,91,3883.5,6873.92,1.77,2024-06-17
短剑,崭新出厂,★,760247,短剑（★） | 表面淬火,30,3867.5,6383.57,1.65,2024-06-17
短剑,崭新出厂,★ StatTrak™,762827,短剑（★ StatTrak™） | 人工染色,2,3569.66,4896.77,1.37,2024-06-17
短剑,略有磨损,★,769559,短剑（★） | 渐变大理石,31,3554.5,11486.89,3.23,2024-06-17
短剑,崭新出厂,★ StatTrak™,769874,短剑（★ StatTrak™） | 渐变大理石,78,3499.5,5255.59,1.5,2024-06-17
短剑,崭新出厂,★,769497,短剑（★） | 渐变大理石,438,3499.5,5362.68,1.53,2024-06-17
短剑,略有磨损,★ StatTrak™,760271,短剑（★ StatTrak™） | 屠夫,11,3499,5430.07,1.55,2024-06-17
短剑,略有磨损,★,759576,短剑（★） | 屠夫,92,3469,5368.55,1.55,2024-06-17
短剑,崭新出厂,★,770129,短剑（★） | 致命紫罗兰,14,3399.5,4060.22,1.19,2024-06-17
短剑,久经沙场,★ StatTrak™,761251,短剑（★ StatTrak™） | 屠夫,6,3379.5,5457.79,1.61,2024-06-17
短剑,久经沙场,★,759514,短剑（★） | 屠夫,30,3329,6854.34,2.06,2024-06-17
短剑,略有磨损,★ StatTrak™,761254,短剑（★ StatTrak™） | 深红之网,14,3309,6032.87,1.82,2024-06-17
短剑,略有磨损,★,759678,短剑（★） | 深红之网,65,3289.48,6037.88,1.84,2024-06-17
短剑,略有磨损,★ StatTrak™,770600,短剑（★ StatTrak™） | 虎牙,8,3199.5,6037.88,1.89,2024-06-17
